id	id2	correlation
TARA_206_SRF_lt-0.22_G_scaffold1112_3_gene5143	39183	0.426305277
TARA_206_SRF_lt-0.22_G_scaffold1112_3_gene5143	5064	0.347034529
TARA_206_SRF_lt-0.22_G_scaffold244093_1_gene399527	68457	0.27914049
TARA_206_SRF_lt-0.22_G_scaffold67020_2_gene178808	17964	0.352597535
TARA_208_SRF_0.22-3_G_C17804651_1_gene477260	102161	0.879381478
TARA_209_SRF_lt-0.22_G_scaffold95791_3_gene212186	116658	0.411281762
TARA_210_SRF_0.22-3_G_scaffold21461_1_gene17795	208416	0.326191855
TARA_210_SRF_0.22-3_G_scaffold21461_1_gene17795	90837	0.437053027
TARA_210_SRF_0.22-3_G_scaffold21461_1_gene17795	59652	0.283806812
TARA_210_SRF_0.22-3_G_scaffold21461_1_gene17795	20774	0.325337148
TARA_210_SRF_lt-0.22_G_scaffold207559_1_gene458458	55864	0.362965882
TARA_210_SRF_lt-0.22_G_scaffold9078_2_gene48755	28411	0.286930293
