gene	mean_freq	max_freq	opt_temp	thermotype
TARA_175_SRF_0.22-3_G_scaffold179748_1_gene214594	0.004605155221231576	0.0114713281772788	-1.53136	low
TARA_175_SRF_0.22-3_G_scaffold78409_1_gene83052	0.014572644604929076	0.05347382926272463	2.4534	low
TARA_180_SRF_0.22-3_G_C7013134_1_gene356550	0.02246943896340238	0.02246943896340238	2.507887	low
TARA_180_SRF_0.22-3_G_C7171745_1_gene424645	0.002759142881671042	0.01508913361314	2.507887	low
TARA_180_SRF_0.22-3_G_scaffold53713_1_gene86219	0.013429046828023561	0.05743633236595881	-1.680906	low
TARA_180_SRF_0.22-3_G_scaffold81862_1_gene125059	0.01995483567462025	0.01995483567462025	2.507887	low
TARA_180_SRF_lt-0.22_G_scaffold82597_2_gene233135	0.11247891597981431	0.7595182509394983	2.507887	low
TARA_188_DCM_0.22-3_G_scaffold6854_1_gene7478	0.006741451958572363	0.01692536822347727	-1.680906	low
TARA_188_DCM_lt-0.22_G_scaffold11894_2_gene41265	0.04276481568854928	0.24359220407875093	1.457935	low
TARA_188_DCM_lt-0.22_G_scaffold9244_6_gene34612	0.013862999016953901	0.07641340211209409	-1.680906	low
TARA_188_SRF_0.22-3_G_scaffold199525_1_gene246819	0.006603547125763175	0.04063567216035878	1.9034	low
TARA_189_DCM_0.22-3_G_scaffold155112_1_gene187540	0.019496754416428924	0.12562930477088932	-1.680906	low
TARA_189_DCM_lt-0.22_G_scaffold6811_1_gene25430	0.04891617726326243	0.23491747891269055	-0.80475	low
TARA_189_DCM_lt-0.22_G_scaffold6954_3_gene25779	0.008987094673844004	0.05173868448677946	-1.649738	low
TARA_191_SRF_lt-0.22_G_scaffold196909_1_gene260355	0.01096840109994583	0.14804249547260898	1.48885	low
TARA_194_DCM_lt-0.22_G_scaffold15132_1_gene46748	0.23543264515713316	0.4989896798220638	0.73159	low
TARA_196_SRF_0.22-3_G_C19417491_1_gene628839	0.006305839633343132	0.02053557437617965	2.5694	low
TARA_196_SRF_0.22-3_G_C19385302_1_gene611903	0.00689141821172469	0.02184260963719099	2.5694	low
TARA_196_SRF_0.22-3_G_scaffold167694_1_gene185363	0.008760711903590169	0.02357753670251828	5.295265	low
TARA_196_SRF_0.22-3_G_scaffold223921_1_gene268925	0.011887547597917311	0.02546537645154083	2.5694	low
TARA_196_SRF_lt-0.22_G_C13109979_1_gene420651	0.00292384328627077	0.00292384328627077	2.5694	low
TARA_196_SRF_lt-0.22_G_scaffold13817_3_gene40494	0.04661595747035125	0.13002734129829557	6.73489	low
TARA_196_SRF_lt-0.22_G_scaffold243857_1_gene356831	0.00339270833354802	0.00339270833354802	2.5694	low
TARA_196_SRF_lt-0.22_G_scaffold69860_1_gene154027	0.0034958908165403117	0.01416086040809658	-0.987833	low
TARA_201_SRF_0.22-3_G_scaffold259208_1_gene330152	0.0045155092163333905	0.01990733606804859	3.1965	low
TARA_201_SRF_0.22-3_G_scaffold266223_1_gene353135	0.0233810389606987	0.1574947542774507	-1.680906	low
TARA_205_SRF_0.22-3_G_C10834577_1_gene379211	0.01563713780343314	0.03323854410978313	-1.53759	low
TARA_205_SRF_0.22-3_G_scaffold19860_1_gene24432	0.0530271748966927	0.1439697414657012	1.9034	low
TARA_206_SRF_lt-0.22_G_scaffold244093_1_gene399527	0.01959978804151658	0.07351577547500432	14.31916	medium
TARA_206_SRF_lt-0.22_G_scaffold1112_3_gene5143	0.0369385498934771	0.1425692394510633	6.73489	low
TARA_206_SRF_lt-0.22_G_scaffold67020_2_gene178808	0.013480493380918673	0.05899312160834714	1.457935	low
TARA_208_SRF_0.22-3_G_C17804651_1_gene477260	0.029414424223237402	0.40583730193634265	18.180712	medium
TARA_208_SRF_0.22-3_G_scaffold180075_1_gene217350	0.00335317455754539	0.00844478283091071	17.521075	medium
TARA_208_SRF_0.22-3_G_scaffold190124_1_gene237696	0.010865102614284621	0.03577342499787939	25.811708	high
TARA_209_SRF_lt-0.22_G_scaffold95791_3_gene212186	0.004704483432304596	0.00754944220770382	2.496125	low
TARA_210_MES_lt-0.22_G_scaffold34478_2_gene115714	0.026573822493204672	0.06129026823078944	3.1965	low
TARA_210_SRF_0.22-3_G_scaffold21461_1_gene17795	0.022058372055119405	0.11582090733835684	1.457935	low
TARA_210_SRF_lt-0.22_G_scaffold207559_1_gene458458	0.013932570427656487	0.05190840319785259	1.457935	low
TARA_210_SRF_lt-0.22_G_scaffold9078_2_gene48755	0.03368610019715708	0.1750659859359751	10.876965	medium
